69052 1 4
B	6200	2006	110	100000
B	27750	2012	211	40000
B	5900	2003	170	150000
A	2000	2002	179	150000
A	3890	2005	120	150000
B	5000	2003	170	150000
B	11800	2012	120	30000
B	1700	2002	75	150000
A	8600	2004	177	150000
A	2700	2011	68	40000
A	1300	2003	131	150000
B	20200	2014	122	40000
B	1500	2004	65	150000
B	4860	2009	95	60000
B	11400	2010	122	60000
B	2500	2003	163	150000
B	26500	2010	271	40000
A	1650	2007	110	150000
A	2450	2005	75	150000
B	1699	2001	125	150000
A	2500	2002	155	150000
A	5199	2007	140	150000
B	2800	2003	122	150000
B	6700	2010	60	50000
A	4000	2004	140	150000
A	7490	2007	177	150000
B	12500	2006	163	60000
B	6950	2010	75	90000
A	2599	2006	110	150000
A	22990	2008	174	125000
A	3000	2005	120	150000
B	4990	2003	163	150000
A	19500	2009	134	125000
A	24500	2010	250	90000
A	3700	2002	111	150000
A	3700	2007	131	150000
B	1950	2001	60	150000
B	1400	2001	60	150000
A	7450	2007	136	150000
C	16800	2012	160	70000
B	2199	2005	61	150000
B	4900	2010	67	70000
A	3600	2005	140	150000
A	2650	2002	143	150000
E	5800	2004	77	125000
B	1800	2002	82	150000
B	1300	2001	58	150000
A	1800	2006	86	150000
A	5900	2006	150	150000
B	2800	2002	163	150000
B	22500	2013	170	50000
B	8900	2006	200	150000
A	6700	2006	179	150000
B	12000	2010	141	90000
B	15490	2008	143	40000
A	7400	2010	170	60000
B	22500	2015	150	5000
B	7350	2007	102	150000
A	11000	2007	150	150000
A	6500	2006	140	125000
B	14999	2005	272	50000
B	4499	2003	265	125000
B	2999	2001	90	150000
B	1500	2001	116	125000
A	11800	2012	114	90000
B	2650	2002	75	125000
A	27450	2013	143	40000
B	3800	2006	139	90000
B	5299	2005	109	90000
A	8250	2008	163	150000
A	7900	2006	170	150000
A	3600	2007	140	150000
B	4950	2009	82	100000
A	9850	2005	150	150000
B	1200	2001	80	20000
B	4000	2009	68	90000
A	35999	2015	177	20000
B	4100	2004	75	125000
A	17000	2011	170	125000
A	16199	2007	235	150000
A	15700	2005	174	150000
A	8800	2009	110	125000
A	17890	2011	170	50000
B	3780	2002	192	150000
E	13750	2013	75	30000
B	8499	2008	145	80000
A	17990	2011	140	70000
A	10000	2006	163	150000
B	6000	2006	163	150000
B	6900	2005	150	125000
A	3800	2003	125	150000
B	7500	2010	170	125000
B	4999	2005	55	125000
B	2300	2006	75	150000
B	8250	2011	60	70000
A	7900	2007	140	125000
D	8000	2003	163	150000
B	2900	2005	65	90000
B	6999	2008	86	60000
B	6200	2002	192	150000
B	1390	2003	58	100000
C	5950	2009	125	125000
A	9950	2011	95	60000
A	6200	2005	105	150000
A	9290	2006	150	150000
B	10333	2012	80	40000
B	15900	2009	170	60000
A	2990	2001	82	150000
B	5599	2005	125	150000
A	6900	2006	174	150000
B	12990	2011	131	60000
A	10800	2006	150	150000
A	18250	2011	136	60000
A	10500	2011	105	60000
A	1300	2003	101	150000
B	7500	2002	306	150000
C	6289	2001	218	125000
A	29750	2013	140	50000
B	4000	2008	60	60000
B	6600	2009	125	150000
B	5299	2008	69	150000
B	2950	2001	136	150000
A	2400	2003	120	150000
A	7000	2006	105	125000
B	3400	2007	61	50000
A	5100	2008	110	150000
A	1900	2006	150	150000
A	13350	2010	239	150000
B	2499	2003	107	150000
B	5400	2004	163	150000
A	9999	2007	140	150000
B	49890	2015	230	20000
A	9800	2005	224	150000
A	31500	2012	184	60000
B	4500	2002	147	70000
A	3400	2005	109	100000
B	6500	2014	60	20000
A	1750	2004	131	150000
B	2500	2003	143	150000
A	9980	2004	131	150000
A	27000	2014	150	50000
B	28899	2015	156	5000
B	4800	2005	116	150000
A	20900	2011	190	150000
B	10400	2012	99	60000
A	4300	2007	136	150000
B	2699	2002	143	150000
B	2250	2002	170	150000
B	19950	2007	450	150000
B	17499	2012	184	40000
A	1650	2004	130	150000
B	1100	2002	80	150000
B	31799	2016	156	5000
A	2900	2005	109	150000
A	1499	2003	150	150000
C	4750	2010	95	90000
B	9500	2009	102	90000
A	3050	2006	101	150000
A	16550	2013	150	40000
A	4500	2007	68	80000
A	23000	2010	231	125000
B	1450	2002	55	150000
B	4900	2011	84	80000
B	4700	2008	86	150000
A	8000	2011	90	80000
A	6900	2009	100	125000
B	9500	2009	125	125000
A	4299	2001	115	125000
B	1900	2003	116	125000
A	6300	2007	105	150000
A	3200	2004	155	150000
A	32500	2010	299	80000
B	9450	2010	87	60000
A	7950	2009	143	150000
B	1500	2001	170	150000
B	1999	2001	163	150000
A	8500	2009	116	90000
B	12950	2010	122	40000
A	12000	2007	177	125000
A	4950	2002	163	150000
B	9990	2003	192	20000
B	3990	2007	150	150000
B	4100	2003	170	150000
B	10900	2008	150	100000
B	9850	2009	129	125000
A	7200	2011	105	150000
B	8900	2011	86	100000
A	11800	2009	197	150000
A	2900	2006	105	150000
A	12500	2011	170	150000
B	23000	2011	211	60000
A	4750	2005	140	150000
C	9490	2005	258	150000
A	34900	2010	150	100000
A	1500	2002	163	150000
B	2650	2007	80	125000
B	14490	2010	140	70000
A	12000	2010	190	150000
B	2999	2006	69	125000
B	6800	2008	102	125000
A	9900	2009	110	90000
B	1650	2003	54	125000
A	9600	2007	180	150000
C	2400	2004	113	150000
B	12500	2002	306	150000
A	7990	2009	109	125000
A	16000	2011	170	100000
A	2350	2001	180	150000
B	4800	2004	125	150000
B	4990	2003	102	150000
A	3200	2004	95	150000
A	5500	2002	250	150000
B	3900	2003	197	150000
B	9990	2003	200	100000
A	7800	2010	109	125000
B	2799	2007	73	150000
B	3999	2006	135	150000
A	2999	2002	90	150000
B	16900	2015	136	30000
A	5600	2007	170	150000
A	3599	2001	130	150000
A	16500	2008	240	150000
B	4000	2011	54	80000
B	8190	2004	145	50000
A	5450	2006	122	150000
A	6700	2009	116	125000
B	10790	2014	71	30000
A	15900	2010	177	100000
B	6500	2004	170	150000
A	16600	2011	184	150000
B	2999	2004	109	150000
A	9599	2004	177	150000
A	13250	2010	143	150000
B	11999	2008	143	100000
B	9900	2008	220	70000
B	3900	2004	143	150000
B	15500	2014	105	30000
B	2000	2003	88	150000
A	1650	2005	150	150000
B	2750	2002	163	150000
B	4600	2001	110	125000
B	2500	2002	102	100000
A	1200	2001	82	150000
B	8750	2004	150	80000
A	1950	2001	116	150000
B	5000	2002	136	150000
A	7990	2010	105	150000
A	5900	2003	204	150000
B	1850	2001	115	150000
A	21990	2014	140	30000
A	14000	2013	114	50000
A	19500	2009	245	150000
A	10599	2009	102	150000
B	22000	2014	150	20000
A	8900	2006	150	125000
A	13999	2010	184	150000
A	10499	2008	140	150000
B	8750	2006	129	100000
A	8000	2007	109	125000
A	18000	2012	143	150000
C	9750	2004	231	125000
A	9199	2006	232	150000
A	8700	2003	163	125000
A	5800	2009	140	150000
A	3750	2004	140	150000
A	3200	2001	193	150000
B	3500	2010	76	100000
A	8500	2007	140	90000
A	6500	2005	150	150000
A	18250	2012	140	70000
B	1500	2005	65	150000
A	17000	2012	165	50000
B	10900	2012	135	40000
B	5500	2007	140	150000
B	11900	2009	256	100000
A	3500	2007	120	150000
A	20499	2012	140	70000
B	8499	2005	149	125000
B	13800	2009	174	90000
B	6950	2010	82	70000
A	9450	2010	116	125000
A	4490	2003	197	150000
A	4399	2008	103	125000
B	3890	2010	69	80000
A	11700	2008	143	150000
B	10950	2009	122	70000
B	3900	2012	68	125000
B	14500	2008	156	90000
B	2300	2005	60	150000
A	11900	2010	136	150000
C	2380	2008	84	125000
A	2999	2003	131	150000
A	23900	2008	174	150000
A	21750	2007	224	50000
B	3900	2007	94	150000
A	1799	2003	65	150000
B	2500	2001	100	125000
B	13500	2013	140	20000
A	6400	2007	150	150000
A	5490	2004	135	150000
A	11900	2006	109	125000
B	2000	2002	220	150000
A	5150	2005	140	150000
B	3950	2009	68	70000
B	20500	2011	211	60000
B	7990	2003	170	100000
A	12599	2011	125	60000
B	6500	2007	140	100000
B	1799	2001	75	150000
B	21550	2010	184	20000
A	10900	2006	150	100000
A	10500	2006	190	150000
B	10200	2011	105	100000
D	10800	2011	95	30000
B	5299	2011	95	90000
B	4830	2008	99	125000
B	3000	2002	109	125000
B	1150	2003	101	125000
A	4500	2002	163	150000
B	21990	2015	109	20000
A	3200	2001	150	150000
B	12250	2009	160	150000
B	52900	2012	315	30000
B	11500	2013	69	40000
B	11900	2010	95	70000
B	4200	2008	84	30000
B	9500	2005	258	150000
B	16999	2012	98	40000
B	2199	2009	65	150000
B	7900	2005	272	150000
A	3650	2006	143	150000
B	5200	2009	69	50000
A	4800	2001	74	20000
B	32000	2011	306	60000
A	2750	2001	149	150000
B	3950	2006	116	125000
B	7999	2004	218	125000
B	2750	2001	115	125000
A	3089	2004	150	125000
A	8999	2007	177	150000
A	16000	2011	105	40000
B	1600	2001	105	150000
A	1600	2002	101	150000
B	54900	2008	355	70000
B	2900	2008	52	70000
B	13150	2013	86	30000
A	4350	2005	122	150000
A	15990	2008	143	125000
B	28000	2013	211	40000
B	1400	2001	141	125000
A	1500	2002	126	150000
A	2000	2012	163	40000
B	9999	2010	122	60000
A	1680	2002	101	150000
A	28000	2009	224	40000
B	4500	2009	80	150000
B	3950	2003	170	150000
B	3700	2002	143	150000
A	11500	2007	170	90000
A	18900	2010	245	150000
A	8999	2007	170	150000
B	1450	2003	58	150000
A	2900	2009	64	125000
B	11200	2012	86	40000
A	4200	2006	140	150000
A	5799	2006	140	150000
A	3950	2005	150	150000
B	13000	2006	163	150000
A	2850	2005	155	150000
A	2200	2002	131	150000
B	10950	2008	120	50000
B	6800	2009	85	125000
B	9999	2009	122	150000
B	8800	2007	116	50000
B	2950	2004	64	125000
A	18900	2012	140	40000
B	4700	2010	84	90000
A	21900	2012	170	100000
B	16590	2011	211	40000
A	59900	2015	320	40000
A	6499	2002	163	150000
B	14800	2010	115	50000
B	7599	2012	69	70000
A	19950	2010	102	125000
B	2800	2002	125	150000
B	4800	2007	105	150000
A	6390	2005	190	150000
B	8500	2010	105	60000
B	1599	2003	103	150000
A	2200	2002	131	150000
B	10399	2011	122	125000
B	33500	2011	306	70000
C	5000	2007	80	150000
B	6699	2013	75	40000
A	9699	2012	105	150000
B	12500	2006	170	70000
A	13500	2011	125	150000
A	12999	2004	174	150000
A	8999	2009	239	150000
A	2210	2002	131	150000
A	25900	2012	204	60000
A	4300	2005	110	150000
A	11600	2005	131	150000
B	1450	2005	88	150000
B	6350	2006	116	90000
A	4395	2005	105	150000
A	6950	2007	140	150000
A	8500	2011	90	125000
A	8888	2006	174	150000
A	6000	2005	105	150000
A	1700	2007	140	150000
A	11000	2008	286	100000
A	35000	2011	250	125000
B	13500	2006	163	80000
B	2000	2003	54	150000
B	6500	2004	143	150000
A	6950	2007	140	150000
A	14300	2013	105	40000
A	6300	2003	184	150000
A	14000	2009	239	60000
A	13800	2006	224	150000
A	4950	2008	105	150000
A	11400	2007	286	150000
B	5490	2009	60	80000
A	1350	2002	75	150000
A	8499	2009	170	150000
A	11900	2009	190	150000
A	1499	2004	111	150000
B	6250	2005	177	150000
A	28950	2013	184	50000
A	8200	2009	105	150000
B	2790	2002	105	150000
B	2199	2002	109	150000
A	20499	2012	170	125000
A	14990	2010	170	150000
B	6200	2009	97	100000
B	7950	2008	179	150000
A	13500	2012	105	60000
A	3100	2006	150	150000
B	5500	2008	60	100000
A	10450	2007	179	150000
A	18900	2010	177	125000
B	6350	2006	150	50000
A	12800	2010	204	150000
A	4444	2004	101	150000
A	8299	2011	177	150000
A	6500	2004	122	150000
B	6000	2002	192	150000
A	3999	2004	136	150000
B	5499	2006	179	150000
B	26400	2010	184	50000
B	4700	2007	116	125000
A	8990	2007	140	100000
B	6599	2003	75	100000
B	2290	2002	75	150000
A	19999	2012	194	60000
B	1250	2001	59	150000
A	3200	2002	131	150000
B	1350	2003	75	150000
B	3000	2005	150	150000
B	4600	2006	109	125000
A	10472	2008	129	100000
B	1590	2006	66	125000
B	11500	2013	99	30000
A	6350	2007	140	150000
B	1450	2002	58	125000
A	5299	2004	113	150000
B	13500	2011	303	50000
B	4500	2003	241	125000
A	18000	2013	126	40000
C	2600	2004	125	150000
B	1500	2002	60	150000
A	3750	2002	131	150000
A	11500	2014	95	40000
B	5490	2005	125	150000
B	23500	2009	211	60000
B	3650	2005	105	150000
B	5000	2009	68	80000
B	3900	2003	110	100000
B	15000	2014	102	20000
A	6490	2006	179	5000
A	5990	2009	95	150000
B	3700	2003	143	125000
A	11999	2005	174	150000
B	2850	2001	170	30000
C	4200	2006	105	150000
B	5390	2009	82	150000
B	6350	2006	116	90000
B	9750	2009	160	125000
B	17600	2015	110	20000
A	16999	2013	105	60000
A	16500	2008	179	150000
B	1999	2004	75	125000
B	10800	2009	160	125000
A	3000	2002	64	150000
B	19800	2008	315	80000
A	1400	2003	125	150000
A	6350	2008	179	150000
B	3150	2003	75	150000
B	13300	2012	125	60000
B	13590	2011	86	50000
B	5850	2007	105	125000
B	11390	2011	105	60000
B	3500	2002	143	150000
A	26900	2012	170	40000
B	1600	2002	115	150000
B	21990	2009	211	80000
A	3200	2008	90	150000
B	11999	2006	170	70000
B	6499	2009	80	90000
A	8490	2007	163	150000
A	1600	2003	102	150000
B	1300	2001	120	150000
B	13500	2007	218	150000
A	2555	2003	102	125000
A	3400	2006	109	100000
B	12900	2013	105	30000
A	9200	2009	140	150000
A	24500	2012	177	150000
A	12950	2011	143	150000
A	4350	2008	90	100000
A	6249	2008	120	125000
B	2700	2001	75	150000
B	85600	2012	400	70000
B	2100	2001	60	125000
B	5950	2009	95	70000
B	4950	2005	75	90000
A	28400	2015	150	5000
A	3950	2004	101	150000
B	11500	2003	218	70000
A	15300	2010	140	80000
A	7999	2011	105	150000
A	4999	2004	122	150000
B	2700	2004	64	125000
A	20800	2012	177	150000
A	6000	2006	170	150000
A	24999	2014	160	50000
B	8490	2012	86	40000
B	2450	2003	143	150000
A	2900	2004	125	150000
B	53911	2003	345	150000
B	3350	2004	102	150000
A	7199	2007	140	150000
B	12500	2014	109	20000
B	1200	2002	76	150000
B	17200	2009	156	90000
A	7990	2006	179	150000
A	1900	2002	101	150000
A	1999	2005	163	150000
B	17850	2014	105	5000
A	6950	2006	177	125000
B	4750	2006	102	125000
B	3100	2002	75	50000
B	10750	2012	105	40000
A	7200	2008	88	150000
B	1999	2002	75	150000
B	1700	2004	109	125000
B	2500	2002	143	100000
A	25499	2012	231	125000
A	9900	2008	197	150000
B	6800	2009	125	125000
A	2950	2003	131	150000
B	2500	2005	98	150000
B	5850	2008	86	70000
B	11800	2007	152	80000
B	8999	2008	147	100000
A	4900	2003	163	150000
B	3850	2006	77	70000
A	17500	2015	105	20000
B	4900	2007	105	125000
B	7995	2013	71	40000
B	4900	2009	60	60000
B	1800	2008	64	90000
A	14500	2013	90	60000
A	16499	2008	224	150000
B	6500	2008	140	100000
A	1200	2002	130	150000
A	3490	2006	109	150000
A	7800	2005	75	100000
B	10450	2011	156	50000
A	12999	2006	272	150000
A	11799	2008	179	150000
B	3700	2004	108	125000
B	2700	2003	116	90000
B	4090	2001	150	150000
B	2000	2001	125	150000
B	3300	2009	58	90000
B	2300	2004	54	150000
A	17419	2010	177	150000
B	14850	2012	140	40000
A	12499	2006	313	150000
B	2500	2005	116	150000
A	4999	2001	179	150000
B	1999	2005	80	150000
A	62500	2016	204	5000
A	2400	2003	193	150000
A	30500	2014	163	20000
B	1749	2001	136	150000
A	6000	2008	109	125000
A	33900	2015	140	30000
A	15500	2014	110	20000
B	5500	2007	90	150000
B	17500	2015	120	20000
A	1900	2007	75	150000
B	2600	2003	55	100000
B	1290	2005	70	100000
B	5450	2012	68	70000
A	14900	2006	232	150000
C	3500	2002	116	150000
B	1700	2004	75	150000
B	5999	2002	170	150000
B	4700	2012	68	40000
B	1999	2003	87	150000
A	82500	2014	382	30000
A	12500	2009	160	100000
B	3500	2003	101	100000
B	3500	2006	92	90000
B	6750	2015	71	10000
B	5750	2014	105	50000
B	8300	2002	180	150000
A	3690	2005	109	150000
B	7700	2009	150	80000
A	2700	2001	75	150000
A	7250	2007	122	150000
A	21500	2006	174	150000
A	2999	2004	140	150000
A	2900	2004	150	150000
A	7000	2006	140	150000
B	6950	2011	69	30000
A	29700	2013	177	50000
A	2900	2001	131	150000
A	9250	2008	170	150000
B	6000	2009	82	90000
B	24700	2013	156	40000
B	4790	2005	125	90000
B	4890	2009	71	80000
B	3400	2008	75	90000
A	28800	2013	170	30000
A	8500	2003	250	150000
B	5750	2012	69	40000
B	2600	2001	75	150000
B	30900	2008	295	50000
A	3550	2005	140	150000
B	2500	2003	75	150000
A	7500	2004	110	150000
A	1599	2002	95	125000
B	16490	2012	86	20000
B	1250	2001	92	150000
B	5900	2001	220	90000
B	6900	2007	141	70000
B	1450	2002	58	150000
A	22500	2012	177	40000
B	4450	2007	105	150000
A	13890	2013	105	150000
B	2500	2005	122	150000
A	5350	2007	170	150000
B	7100	2009	122	150000
A	9700	2011	150	150000
A	3300	2003	136	150000
B	5200	2008	60	80000
B	3999	2005	94	40000
A	9999	2009	110	70000
A	11500	2010	116	70000
B	1199	2001	75	150000
B	10500	2005	163	150000
A	3599	2004	140	150000
B	13900	2009	174	40000
A	2999	2002	193	150000
B	1700	2003	75	150000
A	3000	2005	120	150000
B	2450	2003	125	150000
B	19999	2010	231	80000
A	11690	2008	136	125000
F	5950	2008	109	60000
E	37900	2015	150	20000
A	23950	2011	239	150000
B	2500	2002	54	90000
A	1400	2003	125	150000
A	3000	2005	70	150000
B	25550	2010	184	60000
B	2750	2004	65	90000
B	23800	2004	320	150000
B	11800	2011	140	50000
C	2430	2003	75	150000
B	8999	2005	163	125000
A	1500	2002	131	150000
B	2450	2003	60	80000
B	5950	2008	80	100000
A	21500	2011	218	150000
B	4999	2002	163	150000
B	5650	2005	150	150000
B	57500	2014	340	40000
B	4700	2008	60	100000
A	3900	2003	130	150000
A	15980	2007	163	70000
F	3000	2006	97	150000
A	11750	2007	136	50000
B	9990	2011	95	60000
A	8420	2010	105	150000
A	22990	2013	184	40000
B	16390	2007	218	150000
B	7850	2010	119	40000
A	6000	2003	150	150000
B	1150	2001	105	150000
A	13750	2007	190	150000
B	2200	2006	65	125000
B	10400	2011	122	80000
B	4500	2007	80	150000
B	4300	2002	110	125000
B	5500	2005	116	150000
A	2190	2003	95	150000
A	9500	2007	197	150000
B	10800	2012	105	50000
A	1100	2002	131	150000
B	1300	2001	118	150000
B	16980	2009	160	90000
B	2400	2004	101	150000
B	5500	2006	102	150000
B	3450	2002	116	150000
B	3790	2005	111	90000
B	12900	2009	160	100000
A	2300	2001	101	150000
B	1400	2001	75	150000
A	13200	2009	190	150000
B	46888	2013	487	60000
A	10900	2008	136	150000
B	4800	2011	75	50000
B	27500	2011	211	30000
A	4990	2006	140	150000
A	4250	2007	136	150000
A	1199	2002	131	150000
B	16150	2004	360	150000
B	2100	2004	75	150000
A	8200	2004	150	150000
B	3100	2002	136	150000
A	13000	2012	105	60000
B	2450	2007	60	150000
A	2750	2004	101	125000
A	50000	2012	258	50000
B	8200	2002	450	150000
B	13750	2013	135	20000
B	5490	2003	116	100000
B	1380	2003	75	150000
A	4800	2008	75	80000
A	8999	2006	163	150000
B	4450	2010	61	70000
B	5650	2011	95	100000
B	2500	2002	84	125000
B	24200	2015	170	20000
A	9290	2009	110	150000
A	2599	2001	120	150000
B	10500	2007	150	100000
B	9900	2006	250	150000
A	2499	2003	69	150000
A	7400	2007	150	150000
B	5290	2008	69	100000
A	5900	2006	131	150000
A	1200	2003	121	150000
B	24301	2014	156	20000
A	3500	2004	163	150000
B	5900	2007	80	60000
B	12800	2014	86	20000
A	3200	2004	136	150000
B	1050	2002	60	100000
B	6850	2005	116	80000
B	1500	2006	67	70000
A	2000	2002	130	150000
B	41500	2010	360	20000
B	2900	2002	163	150000
B	18200	2013	160	40000
B	3450	2009	65	125000
B	11850	2010	156	100000
A	4600	2008	140	150000
A	7500	2004	163	150000
A	4700	2003	177	150000
B	11200	2011	116	60000
B	2200	2002	147	150000
B	15900	2008	170	150000
B	6000	2012	60	90000
A	6480	2005	163	150000
A	10899	2007	177	150000
A	1950	2003	131	150000
A	4750	2005	109	150000
B	9500	2012	99	50000
A	30000	2014	194	5000
B	8450	2007	170	125000
A	14900	2009	140	125000
B	3500	2007	58	60000
A	7700	2008	140	150000
B	4350	2001	150	125000
B	1500	2006	54	150000
B	7900	2005	170	80000
B	4999	2003	125	125000
A	8500	2006	170	150000
A	4399	2008	80	125000
C	4500	2008	135	150000
A	7250	2010	105	125000
B	7890	2006	163	60000
A	20890	2012	170	60000
A	27900	2014	131	40000
A	11000	2005	231	150000
A	17200	2011	163	150000
B	4400	2004	116	150000
B	5850	2002	129	70000
A	3350	2004	105	150000
B	11650	2008	170	100000
B	7000	2005	102	125000
B	13999	2006	272	150000
A	1350	2002	131	150000
A	5900	2005	179	150000
B	1900	2002	58	100000
B	2199	2002	54	150000
A	2650	2001	82	150000
B	7500	2013	71	40000
A	3500	2005	204	150000
B	6950	2007	140	125000
B	2900	2005	102	150000
B	6200	2012	69	40000
A	4999	2008	101	150000
B	1400	2001	56	150000
B	10500	2013	105	30000
B	7990	2009	105	30000
B	3200	2006	80	150000
A	7850	2009	136	125000
A	10900	2009	170	150000
A	15995	2006	178	150000
A	2300	2005	68	150000
B	1500	2001	75	125000
B	11300	2011	201	70000
B	1499	2001	95	150000
A	2699	2001	95	150000
B	5600	2009	51	100000
A	3200	2007	140	150000
B	4900	2003	177	150000
B	4650	2009	68	70000
A	13600	2009	136	125000
B	4100	2008	69	90000
A	9800	2009	177	150000
A	7200	2006	170	150000
B	15600	2007	218	70000
A	18500	2012	184	125000
A	3399	2002	143	150000
A	13799	2007	231	150000
B	9990	2012	105	40000
B	8490	2004	231	150000
A	4500	2003	105	150000
B	2200	2007	88	150000
A	2200	2001	116	150000
B	15000	2002	500	150000
B	1600	2004	65	125000
B	1750	2001	125	150000
A	4900	2005	150	150000
A	2900	2002	155	150000
A	15650	2013	102	125000
B	19990	2015	150	20000
B	2850	2004	113	125000
A	12500	2005	163	150000
B	1200	2002	64	150000
A	10500	2011	111	90000
B	2200	2003	75	150000
A	6500	2006	105	150000
B	3290	2006	65	125000
B	2699	2002	196	150000
A	3390	2002	101	150000
B	12500	2012	122	125000
A	2480	2004	100	150000
B	1400	2003	125	150000
A	6200	2007	126	125000
B	8490	2006	150	90000
A	5100	2002	118	150000
A	13200	2015	95	20000
B	11950	2014	87	20000
B	27850	2011	270	50000
B	34800	2012	320	20000
B	19900	2011	158	90000
A	10300	2008	170	150000
A	13450	2011	116	80000
B	10250	2008	145	125000
A	2400	2001	102	150000
B	4650	2003	101	100000
A	3999	2004	150	150000
A	5020	2008	140	100000
A	2500	2002	155	150000
B	20450	2010	204	60000
B	2350	2003	64	150000
A	15990	2012	136	70000
A	16600	2012	116	125000
B	3799	2004	95	80000
B	5400	2004	200	150000
A	4590	2007	170	150000
A	3902	2007	170	150000
B	1550	2002	90	150000
B	3690	2006	116	150000
B	7500	2012	71	40000
A	30000	2010	180	150000
A	9600	2008	177	125000
B	4250	2006	102	150000
A	5700	2004	105	150000
B	3300	2003	109	150000
A	2700	2003	110	150000
A	6800	2009	170	150000
B	1750	2005	109	100000
B	2800	2002	109	150000
A	3550	2006	101	150000
B	1550	2002	80	100000
B	16900	2008	163	40000
A	2850	2005	140	150000
A	3499	2001	143	150000
B	7500	2002	170	70000
A	5000	2007	140	150000
B	16700	2009	143	50000
B	1450	2002	125	150000
B	4999	2004	163	150000
A	7250	2009	109	125000
A	2450	2001	184	150000
B	6500	2001	169	150000
A	6950	2013	54	80000
A	6000	2010	115	150000
A	2700	2001	131	150000
B	2999	2003	125	150000
A	13000	2005	231	150000
B	11000	2012	90	50000
B	8600	2013	60	50000
B	5000	2007	143	90000
A	2300	2003	131	150000
B	2250	2001	105	150000
A	4800	2010	160	100000
A	5999	2006	105	150000
B	5250	2008	90	125000
A	28700	2014	200	40000
A	14950	2010	136	125000
A	5850	2005	90	125000
A	8750	2010	109	125000
B	2800	2003	75	125000
B	6500	2004	192	150000
A	9200	2006	218	150000
B	163500	2015	476	10000
A	14900	2011	184	90000
A	12000	2010	140	90000
B	11200	2004	180	125000
B	3950	2007	111	150000
B	19500	2016	110	5000
B	3200	2006	109	150000
B	1800	2002	60	70000
A	4200	2006	131	150000
A	7990	2009	110	150000
B	4650	2009	68	30000
B	21000	2013	170	30000
A	1800	2004	102	150000
B	3850	2001	163	150000
B	1750	2002	105	125000
A	4250	2005	136	150000
B	2950	2011	70	90000
C	6700	2002	231	150000
A	18000	2011	140	60000
A	9000	2010	170	30000
B	4500	2003	116	80000
A	8000	2006	122	125000
B	1400	2001	116	150000
A	12500	2011	109	90000
A	17700	2007	224	150000
B	2600	2006	109	150000
B	27500	2007	387	150000
A	5000	2003	177	150000
A	11900	2008	136	150000
C	4950	2007	101	125000
B	11900	2008	200	60000
A	7990	2008	114	150000
A	7000	2004	177	150000
B	8500	2006	211	150000
B	14900	2008	200	90000
A	10930	2007	231	150000
B	12500	2002	218	100000
A	4400	2001	68	80000
A	23900	2013	143	30000
A	1700	2006	101	150000
A	13780	2011	116	100000
B	21500	2014	140	20000
B	2390	2003	113	80000
B	18990	2012	185	60000
B	2150	2002	116	150000
A	6200	2006	150	150000
B	3500	2008	109	150000
A	12500	2006	231	150000
A	7291	2008	143	150000
B	14500	2013	86	30000
C	10500	2004	344	150000
A	2999	2006	120	150000
B	1350	2001	60	125000
A	6490	2003	135	150000
B	6000	2011	82	20000
B	2750	2003	109	150000
B	18888	2012	211	60000
A	4444	2005	105	150000
A	16990	2011	177	90000
A	7999	2005	163	150000
A	1100	2003	90	150000
B	4500	2001	75	125000
B	2700	2006	55	150000
A	3499	2005	177	150000
B	1850	2001	84	150000
A	7000	2006	163	150000
B	14999	2002	306	150000
A	25900	2012	204	100000
A	3200	2007	150	150000
B	7290	2003	218	150000
B	7199	2005	116	80000
B	8500	2011	109	70000
A	8900	2007	177	50000
A	20900	2010	143	60000
A	29990	2011	239	90000
B	3850	2004	101	70000
B	2599	2001	75	150000
B	2750	2005	60	60000
B	5500	2004	75	100000
B	6399	2010	60	20000
B	11990	2009	143	60000
A	3800	2006	76	125000
A	6600	2005	140	150000
A	12400	2007	204	150000
B	5900	2008	140	125000
B	2800	2002	131	150000
B	8990	2014	86	20000
B	3900	2006	80	90000
A	5999	2006	179	150000
A	19400	2012	140	150000
A	2600	2004	75	150000
A	19700	2010	204	150000
A	6450	2003	300	150000
B	3100	2003	61	40000
B	14499	2006	265	150000
B	3490	2002	143	150000
B	2800	2003	218	150000
B	3999	2002	170	150000
B	1200	2002	58	150000
B	2490	2002	124	150000
A	4938	2007	136	150000
B	3900	2001	90	125000
B	2400	2002	109	150000
A	4900	2006	174	150000
A	1700	2007	109	150000
B	11999	2006	250	150000
B	1699	2004	116	150000
B	12500	2011	163	150000
B	2200	2002	192	150000
A	1300	2003	101	150000
B	2800	2002	116	125000
B	10900	2012	125	80000
A	18900	2013	140	40000
A	6500	2007	122	150000
B	7900	2005	192	90000
B	2950	2006	75	90000
B	2600	2001	102	150000
A	20000	2007	224	150000
B	3600	2005	64	100000
A	6500	2005	140	150000
A	23390	2015	115	20000
B	2300	2007	70	150000
B	14999	2009	200	150000
B	1799	2001	100	150000
A	18900	2012	163	125000
A	6450	2005	140	150000
B	7800	2008	102	125000
A	13900	2009	140	150000
A	9000	2008	140	125000
A	2950	2003	224	150000
A	6000	2008	120	125000
B	19800	2009	426	150000
B	4490	2006	115	150000
F	1500	2005	75	100000
B	5499	2006	101	150000
B	18990	2012	156	40000
C	5390	2006	141	150000
A	5000	2005	105	150000
B	14950	2009	160	50000
B	28888	2014	211	40000
